Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2015","2015","kg/ha","2071.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2016","2016","kg/ha","2078.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2017","2017","kg/ha","2091.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2018","2018","kg/ha","2112.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2019","2019","kg/ha","2140.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2020","2020","kg/ha","2199.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2021","2021","kg/ha","2211.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2022","2022","kg/ha","2238.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01950.01","Natural rubber in primary forms","2023","2023","kg/ha","2265.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2012","2012","kg/ha","196.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2013","2013","kg/ha","172.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2014","2014","kg/ha","225.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2015","2015","kg/ha","239.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2016","2016","kg/ha","355.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2017","2017","kg/ha","398.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2018","2018","kg/ha","398.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2019","2019","kg/ha","361.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2020","2020","kg/ha","339.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2021","2021","kg/ha","458.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2022","2022","kg/ha","504.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2023","2023","kg/ha","486.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2012","2012","kg/ha","12083","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2013","2013","kg/ha","11963.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2014","2014","kg/ha","11914.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2015","2015","kg/ha","11327.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2016","2016","kg/ha","11446.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2017","2017","kg/ha","11840.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2018","2018","kg/ha","11974.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2019","2019","kg/ha","12039","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2020","2020","kg/ha","12197.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2021","2021","kg/ha","12177","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2022","2022","kg/ha","12496.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01239.01","Okra","2023","2023","kg/ha","13038.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2012","2012","kg/ha","15981.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2013","2013","kg/ha","15857.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2014","2014","kg/ha","16120.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","kg/ha","16135.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","kg/ha","15856.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","kg/ha","17172.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","kg/ha","18102.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","kg/ha","18704.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","kg/ha","18232.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","kg/ha","16404.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","16325.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","17360.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2012","2012","kg/ha","7604.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2013","2013","kg/ha","10897.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2014","2014","kg/ha","11600","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2015","2015","kg/ha","15378.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2016","2016","kg/ha","14213.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2017","2017","kg/ha","16801","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2018","2018","kg/ha","17654.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2019","2019","kg/ha","16801","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2020","2020","kg/ha","17654.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2021","2021","kg/ha","17465.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2022","2022","kg/ha","17083.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01323","Oranges","2023","2023","kg/ha","17000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2012","2012","kg/ha","2818.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2013","2013","kg/ha","2818.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2014","2014","kg/ha","2818.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2015","2015","kg/ha","2826.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2016","2016","kg/ha","2821.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2017","2017","kg/ha","2826.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2018","2018","kg/ha","2831.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2019","2019","kg/ha","2835.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2020","2020","kg/ha","2841.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2021","2021","kg/ha","2836.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","2837.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","2838.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2012","2012","kg/ha","6816.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2013","2013","kg/ha","7008.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2014","2014","kg/ha","7098.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","kg/ha","7192.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","kg/ha","6863.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","kg/ha","7057","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","kg/ha","7175.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","kg/ha","6844.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","kg/ha","6857.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","kg/ha","6957.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","kg/ha","6886.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","kg/ha","6900.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2012","2012","kg/ha","12558.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2013","2013","kg/ha","12573.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2014","2014","kg/ha","13078.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2015","2015","kg/ha","13025","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2016","2016","kg/ha","11839.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2017","2017","kg/ha","10352.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","kg/ha","10000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","kg/ha","9125","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","kg/ha","6089.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","kg/ha","6350.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2022","2022","kg/ha","7592.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","7350.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2012","2012","kg/ha","5946.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2013","2013","kg/ha","6644.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2014","2014","kg/ha","6652.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2015","2015","kg/ha","7525.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2016","2016","kg/ha","8065.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2017","2017","kg/ha","9490.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2018","2018","kg/ha","9087.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2019","2019","kg/ha","9106.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","8438.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","8289.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","8567.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","8655.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2012","2012","kg/ha","323.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2013","2013","kg/ha","328","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2014","2014","kg/ha","324.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2015","2015","kg/ha","293.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2016","2016","kg/ha","302.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2017","2017","kg/ha","309.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2018","2018","kg/ha","310.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2019","2019","kg/ha","311.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2020","2020","kg/ha","311.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2021","2021","kg/ha","312.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","313.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","313.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2012","2012","kg/ha","436.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2013","2013","kg/ha","496.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2014","2014","kg/ha","513.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2015","2015","kg/ha","459.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2016","2016","kg/ha","444.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2017","2017","kg/ha","440.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2018","2018","kg/ha","438.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2019","2019","kg/ha","439.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2020","2020","kg/ha","437.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2021","2021","kg/ha","438.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2022","2022","kg/ha","438.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","2023","2023","kg/ha","438.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2012","2012","kg/ha","2020.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2013","2013","kg/ha","2026.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2014","2014","kg/ha","2211.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2015","2015","kg/ha","1753.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2016","2016","kg/ha","1989.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","kg/ha","3026.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","kg/ha","1631.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2019","2019","kg/ha","1740.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","kg/ha","2013.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","kg/ha","2205.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","kg/ha","2117","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","kg/ha","2114","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2012","2012","kg/ha","3536.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2013","2013","kg/ha","3634.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2014","2014","kg/ha","3717.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2015","2015","kg/ha","3799.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2016","2016","kg/ha","3885.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2017","2017","kg/ha","3972.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2018","2018","kg/ha","4058.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2019","2019","kg/ha","3941.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2020","2020","kg/ha","3958.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2021","2021","kg/ha","3952.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2022","2022","kg/ha","3919.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01349.20","Other stone fruits","2023","2023","kg/ha","3913.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2012","2012","kg/ha","9663.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2013","2013","kg/ha","10917.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2014","2014","kg/ha","11329.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2015","2015","kg/ha","13411.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2016","2016","kg/ha","13055.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2017","2017","kg/ha","12455.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2018","2018","kg/ha","13030.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2019","2019","kg/ha","13317.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","kg/ha","12810.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2021","2021","kg/ha","13040.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2022","2022","kg/ha","13081.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01319","Other tropical fruits, n.e.c.","2023","2023","kg/ha","13020.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2012","2012","kg/ha","12950.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2013","2013","kg/ha","11798.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2014","2014","kg/ha","14044.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2015","2015","kg/ha","14005.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2016","2016","kg/ha","13735.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2017","2017","kg/ha","13829.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2018","2018","kg/ha","14119.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2019","2019","kg/ha","14212.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","kg/ha","14160.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2021","2021","kg/ha","14268","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2022","2022","kg/ha","14293.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","14386.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2012","2012","kg/ha","40772.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2013","2013","kg/ha","41066.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2014","2014","kg/ha","42286.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2015","2015","kg/ha","42721.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2016","2016","kg/ha","42931.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2017","2017","kg/ha","44328.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2018","2018","kg/ha","43398.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2019","2019","kg/ha","40604","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2020","2020","kg/ha","40704.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2021","2021","kg/ha","37945.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2022","2022","kg/ha","35606.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01317","Papayas","2023","2023","kg/ha","35405.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01345","Peaches and nectarines","2012","2012","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01345","Peaches and nectarines","2013","2013","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01345","Peaches and nectarines","2014","2014","kg/ha","6878.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01345","Peaches and nectarines","2015","2015","kg/ha","7010.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01345","Peaches and nectarines","2016","2016","kg/ha","7113.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2012","2012","kg/ha","7508","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2013","2013","kg/ha","7506.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2014","2014","kg/ha","7490.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2015","2015","kg/ha","7214.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2016","2016","kg/ha","8075","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2017","2017","kg/ha","7863.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2018","2018","kg/ha","7227.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2019","2019","kg/ha","7142.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01342.01","Pears","2020","2020","kg/ha","6744.2","A","Official figure",""
